"Impact","CVE Identifier","TITLE","TYPE","PUBLISHED","UPDATED"
"Critical","CVE-2021-21568, CVE-2021-21592, CVE-2021-21594, CVE-2021-21595, CVE-2021-21599, CVE-2021-36278, CVE-2021-36279, CVE-2021-36281, CVE-2021-36282","DSA-2021-142: Dell PowerScale OneFS Security Update for Multiple Vulnerabilities","Advisory","09 Aug 2021","13 Apr 2022"
"High","CVE-2022-0778, CVE-2022-1096","DSA-2022-081: Dell Hybrid Client Security Update for Multiple Vulnerabilities","Advisory","29 Mar 2022","13 Apr 2022"
"N/A","The CVE IDs are listed in the table below.","Dell EMC OpenManage Enterprise False Positive Security Vulnerabilities","Informational","04 Jan 2022","12 Apr 2022"
"N/A","The CVE IDs are listed in the table below.","Dell EMC OpenManage Enterprise Modular False Positive Security Vulnerabilities","Informational","12 Jan 2022","12 Apr 2022"
"Critical","CVE-2008-4989, CVE-2011-3200, CVE-2011-4128, CVE-2012-0390, CVE-2012-1569, CVE-2012-1573, CVE-2013-4758, CVE-2013-6370, CVE-2013-6371, CVE-2014-0092, CVE-2014-1959, CVE-2014-3466, CVE-2014-3634, CVE-2014-3683, CVE-2014-8564, CVE-2015-0294, CVE-2015-3622, CVE-2015-6251, CVE-2015-8804, CVE-2015-8805, CVE-2016-6489, CVE-2016-7444, CVE-2016-8610, CVE-2017-10790, CVE-2017-5335, CVE-2017-5336, CVE-2017-5337, CVE-2018-1000140, CVE-2018-10844, CVE-2018-10845, CVE-2018-10846, CVE-2018-25032, CVE-2019-18808, CVE-2020-28097, CVE-2020-29361, CVE-2021-0127, CVE-2021-0145, CVE-2021-0146, CVE-2021-0561, CVE-2021-20305, CVE-2021-25220, CVE-2021-33120, CVE-2021-3564, CVE-2021-3580, CVE-2021-3800, CVE-2021-39648, CVE-2021-39657, CVE-2021-3999, CVE-2021-4083, CVE-2021-4135, CVE-2021-4149, CVE-2021-4189, CVE-2021-4197, CVE-2021-4202, CVE-2021-4209, CVE-2021-44733, CVE-2021-44879, CVE-2021-45095, CVE-2022-0001, CVE-2022-0002, CVE-2022-0322, CVE-2022-0330, CVE-2022-0391, CVE-2022-0435, CVE-2022-0487, CVE-2022-0492, CVE-2022-0617, CVE-2022-0644, CVE-2022-0778, CVE-2022-0847, CVE-2022-21248, CVE-2022-21282, CVE-2022-21283, CVE-2022-21293, CVE-2022-21294, CVE-2022-21296, CVE-2022-21299, CVE-2022-21305, CVE-2022-21340, CVE-2022-21341, CVE-2022-21349, CVE-2022-21360, CVE-2022-21365, CVE-2022-22942, CVE-2022-23218, CVE-2022-23219, CVE-2022-23648, CVE-2022-23852, CVE-2022-23990, CVE-2022-24407, CVE-2022-24448, CVE-2022-24959, CVE-2022-25235, CVE-2022-25236, CVE-2022-25313, CVE-2022-25314, CVE-2022-25315","DSA-2022-092: Dell EMC Data Protection Central Security and PowerProtect DP Series Appliance (IDPA) Update for Multiple Third-Party Component Vulnerabilities","Advisory","11 Apr 2022","12 Apr 2022"
"Medium","CVE-2021-4034","DSA-2022-090: Dell EMC Cloud Tiering Appliance Security Update for polkit pkexec (PwnKit) Privilege Escalation Vulnerability","Advisory","12 Apr 2022","12 Apr 2022"
"Medium","CVE-2022-24423","DSA-2022-069: Dell iDRAC8 Security Update for a Denial of Service Vulnerability","Advisory","04 Apr 2022","11 Apr 2022"
"High","CVE-2021-3517, CVE-2021-35560, CVE-2021-35567, CVE-2021-35550, CVE-2021-3522, CVE-2021-35586, CVE-2021-35564, CVE-2021-35556, CVE-2021-35559, CVE-2021-35561, CVE-2021-35565, CVE-2021-35578, CVE-2021-35603, CVE-2021-35588, CVE-2015-9096, CVE-2016-7798, CVE-2017-0898, CVE-2017-0899, CVE-2017-0900, CVE-2017-0901, CVE-2017-0902, CVE-2017-0903, CVE-2017-9228, CVE-2017-9229, CVE-2017-10784, CVE-2017-14033, CVE-2017-14064, CVE-2017-17405, CVE-2017-17742, CVE-2017-17790, CVE-2018-6914, CVE-2018-8777, CVE-2018-8778, CVE-2018-8779, CVE-2018-8780, CVE-2018-16395, CVE-2018-16396, CVE-2018-1000073, CVE-2018-1000074, CVE-2018-1000075, CVE-2018-1000076, CVE-2018-1000077, CVE-2018-1000078, CVE-2018-1000079, CVE-2019-8320, CVE-2019-8321, CVE-2019-8322, CVE-2019-8323, CVE-2019-8324, CVE-2019-8325, CVE-2019-15845, CVE-2019-16201, CVE-2019-16254, CVE-2019-16255, CVE-2020-10663, CVE-2015-3414, CVE-2015-3415, CVE-2016-6153, CVE-2017-10989, CVE-2017-2518, CVE-2018-20346, CVE-2018-8740, CVE-2019-16168, CVE-2019-19244, CVE-2019-19317, CVE-2019-19603, CVE-2019-19645, CVE-2019-19646, CVE-2019-19880, CVE-2019-19923, CVE-2019-19924, CVE-2019-19925, CVE-2019-19926, CVE-2019-19959, CVE-2019-20218, CVE-2019-8457, CVE-2020-13434, CVE-2020-13435, CVE-2020-13630, CVE-2020-13631, CVE-2020-13632, CVE-2020-15358, CVE-2020-9327","DSA-2022-075: Dell EMC Data Protection Search and Dell EMC Integrated Data Protection Appliance (IDPA) Security Update for Multiple Vulnerabilities","Advisory","11 Apr 2022","11 Apr 2022"
"N/A","CVE-2022-0778","VPLEX VS2 False positive Security Vulnerability OpenSSL DOS","Informational","06 Apr 2022","07 Apr 2022"
"N/A","CVE-2022-22963, CVE-2022-22965 and, CVE-2022-22950","VPLEX VS2, VPLEX VS6 False Positive Security Vulnerabilities SpringShell","Informational","06 Apr 2022","06 Apr 2022"
"High","CVE-2022-26856","DSA-2022-076: Dell EMC Repository Manager Security Update for a Plain-Text Password Storage Vulnerability","Advisory","28 Mar 2022","04 Apr 2022"
"Critical","CVE-2022-26855, CVE-2022-24428, CVE-2022-26854, CVE-2022-26852, CVE-2022-26851, CVE-2022-22563","DSA-2022-057: Dell EMC PowerScale OneFS Security Update for Multiple Vulnerabilities.","Advisory","01 Apr 2022","04 Apr 2022"
"N/A","The CVE IDs are listed in the table below.","Dell EMC OpenManage Plug-in for Nagios Core False Positive Security Vulnerability","Informational","07 Jan 2022","01 Apr 2022"
"High","CVE-2021-0157","DSA-2021-229: Dell PowerEdge Server Security Update for an Intel Vulnerability","Advisory","02 Nov 2021","01 Apr 2022"
"High","CVE-2021-3712, CVE-2021-36348, CVE-2021-36347, CVE-2021-33061, CVE-2021-33059, CVE-2021-33058, CVE-2021-26338, CVE-2021-26337, CVE-2021-26336, CVE-2021-26335, CVE-2021-26331, CVE-2021-26330, CVE-2021-26329, CVE-2021-26327, CVE-2021-26326, CVE-2021-26325, CVE-2021-26323, CVE-2021-26322, CVE-2021-26321, CVE-2021-26320, CVE-2021-26315, CVE-2021-26312, CVE-2021-20235, CVE-2021-0200, CVE-2020-12988, CVE-2020-12966, CVE-2020-12961, CVE-2020-12954, CVE-2020-12951, CVE-2020-12946, CVE-2020-12944","DSA-2021-244: Dell PowerFlex Custom Node, Dell VxFlex Ready Node, and Dell ScaleIO Ready Node Security Update for Multiple Vulnerabilities","Advisory","03 Feb 2022","31 Mar 2022"
"High","CVE-2021-22045, CVE-2021-21581, CVE-2021-21580, CVE-2021-21579, CVE-2021-21578, CVE-2021-21577, CVE-2021-21576, CVE-2021-36301, CVE-2021-36300, CVE-2021-36299, CVE-2021-14553, CVE-2021-0095, CVE-2020-24511, CVE-2020-24512, CVE-2020-12357, CVE-2020-12358, CVE-2020-12360, CVE-2020-24486, CVE-2020-24509, CVE-2020-24507, CVE-2020-8703, CVE-2020-24506, CVE-2020-8670, CVE-2022-22948","DSA-2021-221: Dell EMC VxRail Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","26 Oct 2021","30 Mar 2022"
"High","CVE-2021-36347, CVE-2021-36348, CVE-2021-36346, CVE-2021-3712, CVE-2021-36299, CVE-2021-36300, CVE-2021-20235, CVE-2021-36301, CVE-2021-21576, CVE-2021-21579, CVE-2021-21578, CVE-2021-21577, CVE-2021-21581, CVE-2021-21580","DSA-2022-043: Dell Precision Rack Security Update for Multiple iDRAC Vulnerabilities","Advisory","16 Feb 2022","30 Mar 2022"
"Critical","CVE-2021-44228, CVE-2021-45046, CVE-2021-45105","DSA-2022-033: Dell EMC Integrated System for Microsoft Azure Stack Hub Security Update for Apache Log4j Remote Code Execution Vulnerability (CVE-2021-44228, CVE-2021-45046, and CVE-2021-45105)","Advisory","03 Feb 2022","30 Mar 2022"
"Medium","CVE-2022-21349, CVE-2022-21291, CVE-2022-21305, CVE-2022-21360, CVE-2022-21365, CVE-2022-21282, CVE-2022-21296, CVE-2022-21299, CVE-2022-21271, CVE-2022-21293, CVE-2022-21294, CVE-2022-21340, CVE-2022-21341, CVE-2022-21248","DSA-2022-079: Dell EMC NetWorker Runtime Environment (NRE) Security Update for Java SE Embedded Vulnerabilities","Advisory","29 Mar 2022","29 Mar 2022"
"Critical","CVE-2021-44228, CVE-2021-45046","DSA-2021-265: Dell EMC VxRail Security Update for Apache Log4j Remote Code Execution Vulnerability (CVE-2021-44228 and CVE-2021-45046)","Advisory","14 Dec 2021","25 Mar 2022"
"Critical","CVE-2021-44228, CVE-2021-45046, CVE-2021-45105, CVE-2020-13938, CVE-2021-40438, CVE-2021-22045, CVE-2021-0941, CVE-2021-20197, CVE-2021-20284, CVE-2021-20294, CVE-2021-20322, CVE-2021-23214, CVE-2021-23222, CVE-2021-25219, CVE-2021-30640, CVE-2021-31799, CVE-2021-31810, CVE-2021-31916, CVE-2021-32066, CVE-2021-33033, CVE-2021-33037, CVE-2021-33910, CVE-2021-34556, CVE-2021-3487, CVE-2021-34981, CVE-2021-3542, CVE-2021-35477, CVE-2021-35550, CVE-2021-35556, CVE-2021-35559, CVE-2021-35561, CVE-2021-35564, CVE-2021-35565, CVE-2021-35567, CVE-2021-35578, CVE-2021-35586, CVE-2021-35588, CVE-2021-35603, CVE-2021-3655, CVE-2021-3715, CVE-2021-37159, CVE-2021-3760, CVE-2021-4008, CVE-2021-4009, CVE-2021-4011, CVE-2021-4104, CVE-2021-41079, CVE-2021-41617, CVE-2021-41864, CVE-2021-42008, CVE-2021-42252, CVE-2021-42739, CVE-2021-43527, CVE-2021-43618, CVE-2020-14155, CVE-2020-16590, CVE-2020-16591, CVE-2020-16592, CVE-2020-16593, CVE-2020-16598, CVE-2020-16599, CVE-2020-25613, CVE-2020-35448, CVE-2020-35493, CVE-2020-35496, CVE-2020-35507, CVE-2019-12972, CVE-2019-14250, CVE-2019-14444, CVE-2019-17450, CVE-2019-17451, CVE-2019-20838, CVE-2019-9074, CVE-2019-9075, CVE-2019-9077, CVE-2018-13405, CVE-2018-18751, CVE-2017-6004, CVE-2017-7186, CVE-2017-7244, CVE-2017-7245, CVE-2017-7246","DSA-2022-044: Dell EMC VxRail Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","10 Feb 2022","25 Mar 2022"
"Critical","CVE-2022-26485, CVE-2022-26486","DSA-2022-071: Dell Hybrid Client Security Update for a Firefox vulnerability","Advisory","10 Mar 2022","24 Mar 2022"
"Critical","CVE-2021-44228, CVE-2021-45046, CVE-2022-23302, CVE-2022-23305, CVE-2022-23307, CVE-2020-9488, CVE-2019-17571","DSA-2021-266: Dell EMC Connectrix B-Series SANnav Security Update for Apache Log4j Remote Code Execution Vulnerability (CVE-2021-44228, CVE-2021-45046, CVE-2022-23302, CVE-2022-23305, CVE-2022-23307, CVE-2019-17571, and CVE-2020-9488)","Advisory","14 Dec 2021","24 Mar 2022"
"Critical","CVE-2016-5682, CVE-2018-1002102, CVE-2018-12907, CVE-2019-1002100, CVE-2019-1002101, CVE-2019-11243, CVE-2019-11244, CVE-2019-11246, CVE-2019-11247, CVE-2019-11248, CVE-2019-11249, CVE-2019-11250, CVE-2019-11251, CVE-2019-11252, CVE-2019-11253, CVE-2019-11254, CVE-2019-17495, CVE-2019-9946, CVE-2020-14040, CVE-2020-15114, CVE-2020-15115, CVE-2020-15136, CVE-2020-26160, CVE-2020-27813, CVE-2020-28924, CVE-2020-8552, CVE-2020-8555, CVE-2020-8557, CVE-2020-8558, CVE-2020-8559, CVE-2020-8561, CVE-2020-8563, CVE-2021-20206, CVE-2021-22945, CVE-2021-22946, CVE-2021-25735, CVE-2021-25740, CVE-2021-25741, CVE-2021-25743, CVE-2021-27918, CVE-2021-29923, CVE-2021-3121, CVE-2021-33194, CVE-2021-33195, CVE-2021-33196, CVE-2021-33198, CVE-2021-38297, CVE-2021-39293, CVE-2021-41771, CVE-2021-41772, CVE-2021-44716, CVE-2022-0847","DSA-2022-067: Dell EMC Cyber Recovery Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","22 Mar 2022","22 Mar 2022"
"Medium","CVE-2020-1971","DSA-2021-075: Dell PowerFlex CSI Driver Version 1.4.0 Security Update for an OpenSSL Vulnerability","Advisory","31 Mar 2021","21 Mar 2022"
"High","CVE-2022-24424","DSA-2022-070: Dell EMC AppSync Security Update for a Path Traversal Vulnerability","Advisory","16 Mar 2022","16 Mar 2022"
"High","CVE-2022-24414","DSA-2022-064: Dell EMC CloudLink Security Update for Security Vulnerabilities","Advisory","16 Mar 2022","16 Mar 2022"
"N/A","CVE-2020-9488, CVE-2022-23302, CVE-2022-23305, CVE-2022-23307","Dell EMC VNXe2 (VNXe3200 and VNXe1600) and VNX2 Series: False Positive Security Vulnerabilities for Apache Log4j (CVE-2020-9488, CVE-2022-23302, CVE-2022-23305, and CVE-2022-23307)","Informational","15 Mar 2022","15 Mar 2022"
"Critical","CVE-2018-18751, CVE-2021-3517, CVE-2021-3522, CVE-2021-35550, CVE-2021-35556, CVE-2021-35588, CVE-2021-35559, CVE-2021-35560, CVE-2021-35561, CVE-2021-35564, CVE-2021-35565, CVE-2021-35567, CVE-2021-35603, CVE-2021-35578, CVE-2021-35586, CVE-2022-23219, CVE-2022-21248, CVE-2022-21271, CVE-2022-21282, CVE-2022-21291, CVE-2022-21293, CVE-2022-21294, CVE-2022-21296, CVE-2022-21299, CVE-2022-21305, CVE-2022-21340, CVE-2022-21341, CVE-2022-21349, CVE-2022-21360, CVE-2022-21365, CVE-2022-23218, CVE-2022-23852, CVE-2022-23990","DSA-2022-063: Dell EMC Policy Manager Security Update for Multiple Third-Party Vulnerabilities","Advisory","14 Mar 2022","14 Mar 2022"
"Critical","CVE-2015-3414, CVE-2015-3415, CVE-2016-6153, CVE-2016-10228, CVE-2017-2518, CVE-2017-10989, CVE-2018-0489, CVE-2018-8740, CVE-2018-9517, CVE-2018-14681, CVE-2018-14682, CVE-2018-20346, CVE-2018-20505, CVE-2018-20506, CVE-2018-20669, CVE-2018-20836, CVE-2018-1000199, CVE-2019-3701, CVE-2019-3688, CVE-2019-3690, CVE-2019-3874, CVE-2019-3900, CVE-2019-5068, CVE-2019-8457, CVE-2019-9455, CVE-2019-9458, CVE-2019-14250, CVE-2019-15847, CVE-2019-16168, CVE-2019-16746, CVE-2019-18218, CVE-2019-19244, CVE-2019-19317, CVE-2019-19462, CVE-2019-19603, CVE-2019-19645, CVE-2019-19646, CVE-2019-19768, CVE-2019-19770, CVE-2019-19880, CVE-2019-19923, CVE-2019-19924, CVE-2019-19925, CVE-2019-19926, CVE-2019-19959, CVE-2019-20218, CVE-2019-20387, CVE-2019-20795, CVE-2019-20806, CVE-2019-20810, CVE-2019-20812, CVE-2019-20908, CVE-2019-20934, CVE-2019-25013, CVE-2019-25045, CVE-2020-0305, CVE-2020-0404, CVE-2020-0427, CVE-2020-0429, CVE-2020-0430, CVE-2020-0431, CVE-2020-0432, CVE-2020-0433, CVE-2020-0444, CVE-2020-0465, CVE-2020-0466, CVE-2020-0543, CVE-2020-1749, CVE-2020-1971, CVE-2020-2732, CVE-2020-4788, CVE-2020-8647, CVE-2020-8013, CVE-2020-8649, CVE-2020-8694, CVE-2020-8834, CVE-2020-9327, CVE-2020-9383, CVE-2020-10135, CVE-2020-10690, CVE-2020-10711, CVE-2020-10720, CVE-2020-10732, CVE-2020-10751, CVE-2020-10757, CVE-2020-10766, CVE-2020-10767, CVE-2020-10768, CVE-2020-10769, CVE-2020-10773, CVE-2020-10781, CVE-2020-10942, CVE-2020-11494, CVE-2020-11669, CVE-2020-12049, CVE-2020-12114, CVE-2020-12351, CVE-2020-12352, CVE-2020-12464, CVE-2020-12652, CVE-2020-12653, CVE-2020-12654, CVE-2020-12655, CVE-2020-12656, CVE-2020-12657, CVE-2020-12659, CVE-2020-12768, CVE-2020-12769, CVE-2020-12770, CVE-2020-12771, CVE-2020-12888, CVE-2020-13143, CVE-2020-13434, CVE-2020-13435, CVE-2020-13630, CVE-2020-13631, CVE-2020-13632, CVE-2020-13844, CVE-2020-13974, CVE-2020-14314, CVE-2020-14331, CVE-2020-14344, CVE-2020-14351, CVE-2020-14356, CVE-2020-14381, CVE-2020-14386, CVE-2020-14390, CVE-2020-14416, CVE-2020-14803, CVE-2020-15358, CVE-2020-15393, CVE-2020-15436, CVE-2020-15437, CVE-2020-15780, CVE-2020-16120, CVE-2020-16166, CVE-2020-24394, CVE-2020-24586, CVE-2020-24587, CVE-2020-24588, CVE-2020-25211, CVE-2020-25212, CVE-2020-25284, CVE-2020-25285, CVE-2020-25639, CVE-2020-25641, CVE-2020-25643, CVE-2020-25645, CVE-2020-25656, CVE-2020-25668, CVE-2020-25669, CVE-2020-25670, CVE-2020-25671, CVE-2020-25672, CVE-2020-25673, CVE-2020-25704, CVE-2020-25705, CVE-2020-26088, CVE-2020-26139, CVE-2020-26141, CVE-2020-26145, CVE-2020-26147, CVE-2020-26558, CVE-2020-27068, CVE-2020-27170, CVE-2020-27171, CVE-2020-27618, CVE-2020-27777, CVE-2020-27786, CVE-2020-27815, CVE-2020-27825, CVE-2020-27835, CVE-2020-28374, CVE-2020-28915, CVE-2020-28974, CVE-2020-29368, CVE-2020-29371, CVE-2020-29374, CVE-2020-29562, CVE-2020-29568, CVE-2020-29569, CVE-2020-29573, CVE-2020-29660, CVE-2020-29661, CVE-2020-35512, CVE-2020-35519, CVE-2020-36158, CVE-2020-36310, CVE-2020-36311, CVE-2020-36312, CVE-2020-36322, CVE-2020-36385, CVE-2020-36386, CVE-2021-0129, CVE-2021-0342, CVE-2021-0512, CVE-2021-0605, CVE-2021-2161, CVE-2021-2388, CVE-2021-3200, CVE-2021-3326, CVE-2021-3347, CVE-2021-3348, CVE-2021-3428, CVE-2021-3444, CVE-2021-3483, CVE-2021-3491, CVE-2021-3541, CVE-2021-3609, CVE-2021-3612, CVE-2021-3640, CVE-2021-3653, CVE-2021-3656, CVE-2021-3659, CVE-2021-3679, CVE-2021-3711, CVE-2021-3712, CVE-2021-3732, CVE-2021-3753, CVE-2021-3759, CVE-2021-3764, CVE-2021-20177, CVE-2021-20219, CVE-2021-22543, CVE-2021-22555, CVE-2021-22898, CVE-2021-22922, CVE-2021-22923, CVE-2021-22924, CVE-2021-22925, CVE-2021-22946, CVE-2021-22947, CVE-2021-23133, CVE-2021-23134, CVE-2021-23840, CVE-2021-23841, CVE-2021-26930, CVE-2021-26931, CVE-2021-26932, CVE-2021-27363, CVE-2021-27364, CVE-2021-27365, CVE-2021-28038, CVE-2021-28660, CVE-2021-28688, CVE-2021-28950, CVE-2021-28964, CVE-2021-28971, CVE-2021-28972, CVE-2021-29154, CVE-2021-29155, CVE-2021-29264, CVE-2021-29265, CVE-2021-29647, CVE-2021-29650, CVE-2021-30002, CVE-2021-31535, CVE-2021-32027, CVE-2021-32028, CVE-2021-32029, CVE-2021-32399, CVE-2021-33034, CVE-2021-33200, CVE-2021-33560, CVE-2021-33574, CVE-2021-33624, CVE-2021-33909, CVE-2021-33910, CVE-2021-34556, CVE-2021-34693, CVE-2021-35477, CVE-2021-35942, CVE-2021-37576, CVE-2021-38160, CVE-2021-38185, CVE-2021-38198, CVE-2021-38204, CVE-2021-39537, CVE-2021-40438","DSA-2022-065: DELL EMC Secure Connect Gateway Security Update for Multiple Vulnerabilities","Advisory","14 Mar 2022","14 Mar 2022"
"High","CVE-2022-24415, CVE-2022-24416, CVE-2022-24419, CVE-2022-24420, CVE-2022-24421","DSA-2022-053: Dell Client Platform Security Update for Multiple SMM Vulnerabilities","Advisory","07 Mar 2022","10 Mar 2022"
"High","CVE-2021-4034","DSA-2022-051: Dell Hybrid Client Security Update for a Polkit vulnerability","Advisory","21 Feb 2022","08 Mar 2022"
"High","CVE-2022-22822, CVE-2022-22823, CVE-2022-22824, CVE-2022-22825, CVE-2022-22826, CVE-2022-22827, CVE-2022-21248, CVE-2022-21271, CVE-2022-21282, CVE-2022-21291, CVE-2022-21293, CVE-2022-21294, CVE-2022-21296, CVE-2022-21299, CVE-2022-21305, CVE-2022-21340, CVE-2022-21341, CVE-2022-21349, CVE-2022-21360, CVE-2022-21365, CVE-2021-45417, CVE-2021-45960, CVE-2021-46143, CVE-2021-3449, CVE-2021-3711, CVE-2021-4156, CVE-2021-20265, CVE-2021-28950, CVE-2021-33033, CVE-2021-3542, CVE-2021-3655, CVE-2021-37159, CVE-2021-3772, CVE-2021-42008, CVE-2021-42739, CVE-2021-43389, CVE-2021-43527, CVE-2021-41617, CVE-2021-3975, CVE-2021-4147, CVE-2021-0089, CVE-2021-20255, CVE-2021-28690, CVE-2021-28692, CVE-2021-28697, CVE-2021-44224, CVE-2021-44790, CVE-2021-28698, CVE-2021-28701, CVE-2021-28703, CVE-2021-28705, CVE-2021-28706, CVE-2021-28709, CVE-2021-3527, CVE-2021-3592, CVE-2021-3594, CVE-2021-3595, CVE-2021-3682, CVE-2021-3930, CVE-2021-0941, CVE-2021-20322, CVE-2021-31916, CVE-2021-34981, CVE-2021-3715, CVE-2021-3760, CVE-2021-41864, CVE-2021-42252, CVE-2021-4034, CVE-2021-31799, CVE-2021-31810, CVE-2021-45944, CVE-2021-45949, CVE-2021-32066, CVE-2021-0920, CVE-2021-0935, CVE-2021-28711, CVE-2021-28712, CVE-2021-28713, CVE-2021-28714, CVE-2021-28715, CVE-2021-33098, CVE-2021-4002, CVE-2021-43975, CVE-2021-43976, CVE-2021-45485, CVE-2021-45486, CVE-2021-43618, CVE-2020-13645, CVE-2020-25613, CVE-2020-27820, CVE-2020-23903, CVE-2020-11080, CVE-2020-1967, CVE-2020-0034, CVE-2020-15862, CVE-2020-14145, CVE-2019-8842, CVE-2019-15126, CVE-2019-9511, CVE-2019-9513, CVE-2019-1543, CVE-2019-1549, CVE-2018-1084, CVE-2018-5748, CVE-2018-0502, CVE-2018-13259, CVE-2018-18751, CVE-2018-25020, CVE-2018-1000168, CVE-2018-0735, CVE-2017-9330, CVE-2016-9576, CVE-2016-1544, CVE-2016-0701, CVE-2015-1793, CVE-2015-1794, CVE-2015-3193, CVE-2015-8215, CVE-2014-9066, CVE-2014-7169, CVE-2014-3569, CVE-2010-4164, CVE-2009-3720","DSA-2022-054: Dell EMC Avamar, Dell EMC NetWorker Virtual Edition (NVE), Dell EMC PowerProtect DP Series Appliance, and Dell EMC Integrated Data Protection Appliance (IDPA) Security Update for Multiple Vulnerabilities","Advisory","07 Mar 2022","08 Mar 2022"
"Critical","CVE-2018-25020, CVE-2018-13405, CVE-2019-15126, CVE-2019-18218, CVE-2019-17571, CVE-2020-25613, CVE-2020-27820, CVE-2021-0920, CVE-2021-0935, CVE-2021-0941, CVE-2021-3542, CVE-2021-3655, CVE-2021-3760, CVE-2021-3715, CVE-2021-4034, CVE-2021-20322, CVE-2021-28711, CVE-2021-28712, CVE-2021-28713, CVE-2021-28714, CVE-2021-28715, CVE-2021-31799, CVE-2021-31810, CVE-2021-31916, CVE-2021-32066, CVE-2021-33033, CVE-2021-33098, CVE-2021-34556, CVE-2021-34981, CVE-2021-35477, CVE-2021-37159, CVE-2021-41617, CVE-2021-41864, CVE-2021-42008, CVE-2021-42252, CVE-2021-42739, CVE-2021-43527, CVE-2021-43975, CVE-2021-43976, CVE-2021-45485, CVE-2021-45486, CVE-2021-45960, CVE-2021-46143, CVE-2021-4104, CVE-2021-44832, CVE-2022-22822, CVE-2022-22823, CVE-2022-22824, CVE-2022-22825, CVE-2022-22826, CVE-2022-22827, CVE-2022-23302, CVE-2022-23305, CVE-2022-23307","DSA-2022-049: Dell EMC SRM and Dell EMC Storage Monitoring and Reporting (SMR) Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","03 Mar 2022","03 Mar 2022"
"Critical","CVE-2018-1311, CVE-2019-18218, CVE-2020-0429, CVE-2020-12049, CVE-2020-35512, CVE-2020-36385, CVE-2021-2341, CVE-2021-2369, CVE-2021-2388, CVE-2021-2432, CVE-2021-3200, CVE-2021-3517, CVE-2021-3522, CVE-2021-3609, CVE-2021-3612, CVE-2021-3659, CVE-2021-3677, CVE-2021-3711, CVE-2021-3712, CVE-2021-22543, CVE-2021-22555, CVE-2021-28168, CVE-2021-33193, CVE-2021-34429, CVE-2021-35559, CVE-2021-35560, CVE-2021-35564, CVE-2021-35565, CVE-2021-35567, CVE-2021-35578, CVE-2021-35586, CVE-2021-35588, CVE-2021-30641, CVE-2021-35550, CVE-2021-35556, CVE-2021-35561, CVE-2021-35603, CVE-2021-36340, CVE-2021-37576, CVE-2021-38185","DSA-2021-245: Dell EMC Secure Connect Gateway Security Update for Multiple Vulnerabilities","Advisory","17 Nov 2021","03 Mar 2022"
